epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,2080.01,1.72437,1.59549,1.48432,0.45161,0.36253,0.34733,0.12603,2.3445,2.38401,1.99243,0.000241,0.000241,0.000241
48,2124.24,1.70579,1.56783,1.4738,0.41052,0.34559,0.30405,0.11017,2.3172,2.50603,1.96751,0.0002245,0.0002245,0.0002245
49,2168.29,1.67634,1.58476,1.45078,0.48759,0.29731,0.31303,0.11699,2.36707,2.50531,2.01111,0.000208,0.000208,0.000208
50,2212.3,1.65352,1.54063,1.45275,0.37969,0.34519,0.30094,0.10786,2.38421,2.50967,1.98877,0.0001915,0.0001915,0.0001915
51,2267.57,1.715,1.4765,1.51952,0.35075,0.37643,0.32445,0.12026,2.35091,2.47219,1.97637,0.000175,0.000175,0.000175
52,2311.34,1.63768,1.41333,1.47634,0.38979,0.37131,0.28383,0.10451,2.40598,2.56617,2.01265,0.0001585,0.0001585,0.0001585
53,2355.22,1.64725,1.39891,1.49684,0.45153,0.31621,0.28253,0.09607,2.3774,2.57513,1.99178,0.000142,0.000142,0.000142
54,2399.07,1.62017,1.36156,1.47628,0.41296,0.34545,0.31628,0.1067,2.37037,2.53149,2.02714,0.0001255,0.0001255,0.0001255
55,2442.87,1.63054,1.35852,1.47457,0.32933,0.33809,0.28791,0.09878,2.41188,2.5882,2.03295,0.000109,0.000109,0.000109
56,2486.7,1.60261,1.34119,1.44731,0.45021,0.32167,0.27882,0.09756,2.38631,2.53651,2.04017,9.25e-05,9.25e-05,9.25e-05
57,2530.57,1.6048,1.32433,1.4739,0.37823,0.33028,0.27465,0.1009,2.38967,2.57912,2.04815,7.6e-05,7.6e-05,7.6e-05
58,2574.55,1.56251,1.29393,1.43024,0.42686,0.33663,0.3007,0.10605,2.37678,2.55651,2.02442,5.95e-05,5.95e-05,5.95e-05
59,2618.37,1.6021,1.30133,1.45344,0.43423,0.32125,0.28052,0.10397,2.36974,2.52939,2.02587,4.3e-05,4.3e-05,4.3e-05
60,2662.21,1.56392,1.26896,1.44396,0.41502,0.33184,0.28104,0.10518,2.36664,2.52066,2.01994,2.65e-05,2.65e-05,2.65e-05
