epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,19798.5,2.14671,2.18448,1.79304,0.29557,0.22215,0.23913,0.07457,2.49673,2.746,2.14351,0.0007129,0.0007129,0.0007129
31,20415,2.10552,2.21582,1.80055,0.81901,0.17312,0.24869,0.08111,2.40087,2.84195,2.1044,0.000703,0.000703,0.000703
32,21027.7,2.08447,2.16328,1.7731,0.39132,0.23566,0.26205,0.08667,2.42478,2.77618,2.1272,0.0006931,0.0006931,0.0006931
33,21786.2,2.08082,2.18569,1.81987,0.55711,0.25438,0.22478,0.07762,2.3906,2.68862,2.15173,0.0006832,0.0006832,0.0006832
34,22441.4,2.07683,2.1591,1.7782,0.26339,0.33314,0.21102,0.07242,2.40248,2.95109,2.14093,0.0006733,0.0006733,0.0006733
35,23142.7,2.09131,2.0981,1.78185,0.50076,0.22047,0.23896,0.08011,2.38595,2.75391,2.12407,0.0006634,0.0006634,0.0006634
36,23856.6,2.06427,2.11952,1.79409,0.74048,0.22336,0.2664,0.07945,2.42451,2.65206,2.17048,0.0006535,0.0006535,0.0006535
37,24602.8,2.07553,2.11239,1.80012,0.25525,0.24642,0.21856,0.0703,2.39708,2.67976,2.12551,0.0006436,0.0006436,0.0006436
38,25184.6,2.01733,2.15453,1.76988,0.36426,0.2234,0.24603,0.08408,2.32922,2.87894,2.09878,0.0006337,0.0006337,0.0006337
39,25831.7,2.03139,2.15233,1.7811,0.32686,0.2377,0.21732,0.06669,2.36146,2.67069,2.05411,0.0006238,0.0006238,0.0006238
40,26483.5,2.0238,2.04877,1.71116,0.53571,0.22967,0.2819,0.08422,2.38187,2.78781,2.08688,0.0006139,0.0006139,0.0006139
41,27208.3,2.03019,2.04056,1.74497,0.27637,0.30905,0.26154,0.08141,2.46255,2.70819,2.15288,0.000604,0.000604,0.000604
