epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2751.01,2.24113,2.77926,1.89159,0.49248,0.22923,0.20737,0.06658,2.41353,2.81528,2.00973,0.0006139,0.0006139,0.0006139
41,2818.83,2.24408,2.82873,1.89554,0.37606,0.20111,0.24057,0.07981,2.41463,2.53554,1.99719,0.000604,0.000604,0.000604
42,2886.61,2.23893,2.80142,1.85991,0.28837,0.28811,0.23809,0.08641,2.37015,2.5399,1.99945,0.0005941,0.0005941,0.0005941
43,2954.55,2.28073,2.84866,1.91068,0.28827,0.30215,0.23248,0.08136,2.38551,2.55698,1.97094,0.0005842,0.0005842,0.0005842
44,3022.65,2.24482,2.7909,1.88462,0.30028,0.2793,0.20082,0.06652,2.416,2.91291,2.00292,0.0005743,0.0005743,0.0005743
45,3090.47,2.24823,2.77189,1.88506,0.2501,0.30262,0.19412,0.06582,2.46059,2.71446,2.04214,0.0005644,0.0005644,0.0005644
46,3157.95,2.23162,2.76697,1.87922,0.60381,0.21587,0.24648,0.08727,2.38908,2.57732,1.97142,0.0005545,0.0005545,0.0005545
47,3225.55,2.24271,2.77327,1.8763,0.23418,0.3383,0.24918,0.09144,2.37158,2.62234,1.99983,0.0005446,0.0005446,0.0005446
48,3293.39,2.21277,2.75494,1.8816,0.31242,0.2752,0.24803,0.07805,2.44415,2.92342,1.99102,0.0005347,0.0005347,0.0005347
49,3360.68,2.19112,2.76207,1.86291,0.3147,0.26852,0.24938,0.07468,2.438,2.78286,1.99632,0.0005248,0.0005248,0.0005248
50,3428.18,2.21704,2.71854,1.86599,0.27966,0.30956,0.2868,0.08626,2.48621,2.56936,2.03672,0.0005149,0.0005149,0.0005149
51,3495.8,2.17769,2.73914,1.84591,0.29107,0.26705,0.25258,0.09147,2.37808,2.67113,2.0008,0.000505,0.000505,0.000505
52,3563.86,2.16661,2.63049,1.83969,0.58057,0.20067,0.25704,0.08867,2.40075,2.51439,1.98706,0.0004951,0.0004951,0.0004951
53,3631.41,2.18123,2.68495,1.82992,0.51242,0.20578,0.27313,0.09714,2.43239,2.58916,2.02822,0.0004852,0.0004852,0.0004852
54,3698.95,2.18179,2.67283,1.86285,0.35019,0.37332,0.2805,0.10206,2.4411,2.50578,2.03218,0.0004753,0.0004753,0.0004753
55,3767.32,2.15411,2.62621,1.82681,0.29561,0.31973,0.25876,0.0882,2.4223,2.60438,2.02245,0.0004654,0.0004654,0.0004654
56,3834.79,2.16395,2.62658,1.82652,0.30911,0.34435,0.25675,0.09037,2.38455,2.58261,2.00672,0.0004555,0.0004555,0.0004555
57,3902.65,2.14341,2.60857,1.81811,0.32353,0.29152,0.26328,0.08596,2.36005,2.49982,1.9754,0.0004456,0.0004456,0.0004456
58,3970.23,2.14829,2.59037,1.79886,0.31957,0.35996,0.29192,0.094,2.35015,2.52917,1.95795,0.0004357,0.0004357,0.0004357
59,4037.74,2.11833,2.55976,1.79248,0.31508,0.29951,0.25953,0.08488,2.42834,2.62622,1.99446,0.0004258,0.0004258,0.0004258
60,4105.25,2.14233,2.65889,1.82554,0.28152,0.34079,0.28961,0.08821,2.40412,2.60801,2.00177,0.0004159,0.0004159,0.0004159
61,4173.33,2.11881,2.55018,1.77659,0.43535,0.29775,0.29524,0.0911,2.36515,2.48661,1.97952,0.000406,0.000406,0.000406
62,4240.91,2.08612,2.48456,1.76683,0.33393,0.35262,0.2693,0.08627,2.37123,2.62282,1.99297,0.0003961,0.0003961,0.0003961
63,4308.54,2.07659,2.4866,1.75819,0.33061,0.33901,0.25219,0.08945,2.42244,2.67247,1.99111,0.0003862,0.0003862,0.0003862
64,4376.32,2.06354,2.49711,1.76623,0.26164,0.33186,0.24821,0.08142,2.45491,2.73897,2.00485,0.0003763,0.0003763,0.0003763
65,4444.17,2.0732,2.52727,1.78569,0.28427,0.30375,0.23135,0.07321,2.43564,2.79021,2.04751,0.0003664,0.0003664,0.0003664
66,4511.97,2.06609,2.4835,1.75748,0.21539,0.34121,0.26041,0.08944,2.43512,2.61726,2.00411,0.0003565,0.0003565,0.0003565
67,4579.91,2.0637,2.47527,1.76761,0.30117,0.33228,0.25977,0.09308,2.42395,2.54495,2.02477,0.0003466,0.0003466,0.0003466
68,4647.36,2.06006,2.45853,1.75674,0.29901,0.3205,0.27515,0.08006,2.45574,2.86324,2.04574,0.0003367,0.0003367,0.0003367
69,4714.91,2.06969,2.44042,1.74275,0.32513,0.32918,0.27306,0.08731,2.43846,2.67167,1.99759,0.0003268,0.0003268,0.0003268
70,4782.78,2.0594,2.47858,1.76513,0.30874,0.35535,0.25654,0.08954,2.34596,2.55746,1.95912,0.0003169,0.0003169,0.0003169
71,4850.43,2.06507,2.43938,1.75557,0.29448,0.37403,0.2662,0.0884,2.39853,2.62933,1.98277,0.000307,0.000307,0.000307
72,4917.9,2.02153,2.42667,1.75267,0.30133,0.33462,0.25304,0.08501,2.42264,2.61763,1.99974,0.0002971,0.0002971,0.0002971
73,4985.52,2.0543,2.43837,1.73952,0.28801,0.30866,0.2299,0.08637,2.43422,2.55588,2.00909,0.0002872,0.0002872,0.0002872
74,5053.4,1.99449,2.34991,1.70775,0.27973,0.33163,0.25176,0.09198,2.4058,2.5778,1.98815,0.0002773,0.0002773,0.0002773
