epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,835.472,2.17349,2.31026,1.75567,0.21021,0.26326,0.16926,0.05339,2.64766,2.77132,2.13547,0.0008416,0.0008416,0.0008416
18,883.76,2.16067,2.25544,1.71861,0.36823,0.26759,0.23171,0.07555,2.63592,2.93313,2.21387,0.0008317,0.0008317,0.0008317
19,932.079,2.12406,2.28589,1.72468,0.26995,0.27114,0.22661,0.069,2.55331,2.97571,2.09321,0.0008218,0.0008218,0.0008218
20,980.61,2.08423,2.24318,1.69818,0.34619,0.31709,0.20041,0.06863,2.48167,2.74221,2.02573,0.0008119,0.0008119,0.0008119
21,1028.96,2.08751,2.19384,1.69375,0.26072,0.23306,0.23075,0.08653,2.50112,2.59631,2.01118,0.000802,0.000802,0.000802
22,1077.21,2.1038,2.20522,1.71678,0.33303,0.2669,0.22576,0.07654,2.52469,2.90022,2.05679,0.0007921,0.0007921,0.0007921
23,1125.88,2.07133,2.15356,1.69017,0.27366,0.27806,0.21774,0.07843,2.46708,2.7018,2.00428,0.0007822,0.0007822,0.0007822
24,1174.16,2.09697,2.15795,1.73269,0.3037,0.2738,0.2278,0.06984,2.53281,2.68254,2.04545,0.0007723,0.0007723,0.0007723
25,1222.97,2.04638,2.15247,1.65646,0.27036,0.30431,0.20923,0.06802,2.55908,2.8686,2.09539,0.0007624,0.0007624,0.0007624
26,1271.18,2.0593,2.08843,1.63829,0.35929,0.29281,0.26801,0.08829,2.56669,2.57043,2.02623,0.0007525,0.0007525,0.0007525
27,1319.96,2.03375,2.11229,1.64987,0.44056,0.25006,0.25174,0.08748,2.51007,2.72875,2.07133,0.0007426,0.0007426,0.0007426
28,1368.33,2.04916,2.05488,1.682,0.44684,0.2165,0.24317,0.08169,2.60434,2.70733,2.12206,0.0007327,0.0007327,0.0007327
29,1416.47,2.03656,2.00841,1.63155,0.45808,0.21588,0.25894,0.09063,2.55318,2.62106,2.05018,0.0007228,0.0007228,0.0007228
30,1465.02,2.03213,2.05746,1.63798,0.30635,0.27226,0.23258,0.0785,2.47859,2.76623,1.99833,0.0007129,0.0007129,0.0007129
31,1513.24,1.97702,1.99641,1.6417,0.25433,0.24239,0.21197,0.08425,2.61274,2.90798,2.0916,0.000703,0.000703,0.000703
32,1562.1,2.01928,1.95932,1.62618,0.35414,0.30245,0.27415,0.09389,2.47729,2.61688,2.02002,0.0006931,0.0006931,0.0006931
33,1610.91,1.99975,2.02276,1.64358,0.32285,0.2959,0.2384,0.07816,2.48191,2.67862,2.03697,0.0006832,0.0006832,0.0006832
34,1659.07,1.98449,1.99992,1.62922,0.38879,0.30302,0.237,0.08551,2.57189,2.70939,2.04508,0.0006733,0.0006733,0.0006733
35,1707.75,1.9732,1.94011,1.63402,0.34093,0.32123,0.26404,0.08849,2.5168,2.52748,2.0777,0.0006634,0.0006634,0.0006634
36,1756.17,1.97245,1.85911,1.59239,0.53242,0.25199,0.30303,0.09923,2.53604,2.50652,2.05088,0.0006535,0.0006535,0.0006535
37,1804.39,1.91123,1.85456,1.59083,0.46995,0.29907,0.30835,0.09718,2.53096,2.55919,2.06169,0.0006436,0.0006436,0.0006436
38,1852.8,1.92019,1.85471,1.56611,0.37827,0.2281,0.2422,0.09128,2.55828,2.50395,2.09752,0.0006337,0.0006337,0.0006337
39,1901.09,1.92544,1.85936,1.59297,0.44979,0.2891,0.28026,0.09451,2.56544,2.44321,2.09113,0.0006238,0.0006238,0.0006238
40,1949.95,1.93528,1.83267,1.55937,0.36283,0.34306,0.30483,0.10985,2.47859,2.42568,2.01525,0.0006139,0.0006139,0.0006139
41,1998.22,1.92948,1.86258,1.60704,0.423,0.24837,0.28041,0.1026,2.48737,2.59661,2.02628,0.000604,0.000604,0.000604
42,2046.99,1.90684,1.79456,1.57135,0.34274,0.27875,0.27707,0.10554,2.5151,2.59984,2.06257,0.0005941,0.0005941,0.0005941
43,2095.91,1.87402,1.82472,1.5469,0.49288,0.28062,0.30315,0.10804,2.49472,2.52673,2.03807,0.0005842,0.0005842,0.0005842
44,2144.19,1.89245,1.78949,1.54136,0.4671,0.31737,0.33062,0.11823,2.48472,2.54306,2.0568,0.0005743,0.0005743,0.0005743
45,2192.73,1.91743,1.78561,1.58649,0.43323,0.34128,0.33026,0.11701,2.5083,2.65974,2.05853,0.0005644,0.0005644,0.0005644
46,2241.14,1.88735,1.77029,1.54825,0.3978,0.32983,0.28544,0.10994,2.49035,2.59648,2.02212,0.0005545,0.0005545,0.0005545
47,2290.34,1.87264,1.75157,1.55713,0.48925,0.33898,0.35031,0.12115,2.50621,2.46797,2.03471,0.0005446,0.0005446,0.0005446
48,2340.41,1.86551,1.70908,1.53099,0.43615,0.28727,0.28735,0.11211,2.46921,2.48642,1.99897,0.0005347,0.0005347,0.0005347
49,2388.8,1.8343,1.731,1.51127,0.50651,0.33253,0.33878,0.12212,2.45129,2.58732,1.96157,0.0005248,0.0005248,0.0005248
50,2438.15,1.85359,1.68945,1.53431,0.51163,0.34681,0.34265,0.11852,2.53348,2.4999,2.07573,0.0005149,0.0005149,0.0005149
51,2486.36,1.85132,1.68957,1.54573,0.54629,0.29704,0.32254,0.11557,2.53521,2.55169,2.09856,0.000505,0.000505,0.000505
52,2534.52,1.82339,1.6805,1.50999,0.28414,0.36689,0.31728,0.12184,2.50655,2.49353,2.06653,0.0004951,0.0004951,0.0004951
53,2583,1.8741,1.72471,1.54523,0.44983,0.2924,0.28929,0.10676,2.53487,2.52219,2.05342,0.0004852,0.0004852,0.0004852
54,2631.34,1.85904,1.68705,1.53235,0.40531,0.32795,0.2954,0.09609,2.53142,2.57874,2.04504,0.0004753,0.0004753,0.0004753
55,2681.1,1.81266,1.65145,1.51776,0.3975,0.35548,0.30997,0.11098,2.49549,2.70952,2.03458,0.0004654,0.0004654,0.0004654
56,2729.29,1.8416,1.66852,1.52504,0.42615,0.30248,0.32014,0.11494,2.42568,2.6616,2.01493,0.0004555,0.0004555,0.0004555
57,2777.69,1.76743,1.60013,1.47744,0.36096,0.33177,0.27721,0.0981,2.45256,2.6054,2.01464,0.0004456,0.0004456,0.0004456
58,2826.11,1.82076,1.62075,1.51041,0.44694,0.3321,0.32595,0.1202,2.51134,2.53138,2.04877,0.0004357,0.0004357,0.0004357
59,2874.36,1.77724,1.63482,1.51779,0.49031,0.28811,0.31583,0.11855,2.45047,2.81764,2.03839,0.0004258,0.0004258,0.0004258
60,2923.76,1.76524,1.56766,1.48941,0.46518,0.30978,0.29779,0.10747,2.45824,2.71151,2.02593,0.0004159,0.0004159,0.0004159
61,2972.17,1.80956,1.60868,1.50828,0.459,0.30259,0.28836,0.09849,2.46741,2.7745,2.02474,0.000406,0.000406,0.000406
62,3021.27,1.77392,1.55692,1.48563,0.52791,0.30286,0.31813,0.11578,2.45542,2.64983,2.04131,0.0003961,0.0003961,0.0003961
63,3070.21,1.8065,1.53991,1.49035,0.48515,0.31086,0.31312,0.10524,2.51553,2.64473,2.10107,0.0003862,0.0003862,0.0003862
64,3119.09,1.7927,1.567,1.49462,0.55577,0.29578,0.33524,0.11899,2.47495,2.65137,2.08529,0.0003763,0.0003763,0.0003763
